0.005,81967213.11,0.371507763,0.465144327,0.536079879,0.596530216,0.596530216,0.596530216,0.596530216,0.596530216,0.596530216
0.01,81967213.11,0.30027618,0.37496265,0.433983906,0.485122124,0.531071008,0.531071008,0.612173048,0.612173048,0.612173048
0.015,81967213.11,0.267830501,0.332804855,0.385647353,0.431846527,0.473443994,0.511524556,0.546782007,0.546782007,0.546782007
0.02,81967213.11,0.248574751,0.307037238,0.355682205,0.398501155,0.437118763,0.472467881,0.505175552,0.535696308,0.564373779
0.025,81967213.11,0.235651334,0.289218024,0.334666339,0.374908433,0.411264436,0.444553674,0.475351039,0.504082171,0.531072001
0.03,81967213.11,0.226322729,0.275972994,0.318831687,0.356989251,0.391526468,0.423170134,0.452450732,0.479768338,0.505430979
0.035,81967213.11,0.219252781,0.265647549,0.306326703,0.342733611,0.375752484,0.406030979,0.434060136,0.460216746,0.484793279
0.04,81967213.11,0.213702908,0.257320574,0.296117486,0.331015713,0.362733416,0.391848621,0.418816561,0.443992505,0.467654482
0.045,81967213.11,0.209228405,0.250432511,0.28757363,0.321146975,0.351727745,0.379831626,0.405880922,0.430210861,0.453085993
0.05,81967213.11,0.205544182,0.244620963,0.28028515,0.312678175,0.342250508,0.369461372,0.394702559,0.418290534,0.44047722
0.055,81967213.11,0.202458461,0.239639415,0.273971899,0.305301418,0.333968544,0.360380966,0.384902046,0.40783063,0.429406771
0.06,81967213.11,0.199837208,0.235313525,0.268434815,0.298797264,0.326643903,0.352335113,0.37620768,0.398543849,0.419572491
0.065,81967213.11,0.197583783,0.231516035,0.263527884,0.29300428,0.320101188,0.34513538,0.368418722,0.390217791,0.410750892
0.07,81967213.11,0.195626676,0.228151589,0.259141147,0.287800551,0.314207694,0.338639021,0.361382978,0.382691328,0.402772377
0.075,81967213.11,0.193911804,0.225147139,0.255189944,0.283091948,0.308860787,0.332735511,0.354982524,0.375839554,0.395505425
0.08,81967213.11,0.192397482,0.222445658,0.251607843,0.278804414,0.303979586,0.327337665,0.349124274,0.369563829,0.388846147
0.085,81967213.11,0.191051057,0.220001895,0.248341864,0.274878727,0.299499315,0.322375591,0.343733562,0.363785004,0.382711159
0.1,81967213.11,0.187783818,0.213884847,0.240049028,0.264833429,0.287982576,0.30958385,0.329810574,0.348840164,0.366830468
0.15,81967213.11,0.181518011,0.201176578,0.222160116,0.242707059,0.262292759,0.280817174,0.298327447,0.314915394,0.330679478
0.2,81967213.11,0.178387552,0.19412931,0.211732917,0.229435989,0.246605375,0.263039511,0.278707942,0.293646147,0.307911947
0.25,81967213.11,0.176537188,0.189639556,0.204835597,0.220457045,0.235832505,0.250704145,0.264992225,0.27869379,0.291837672
0.3,81967213.11,0.175326628,0.186530916,0.199915398,0.213931747,0.227903547,0.241542024,0.254735546,0.267454335,0.279706021
0.35,81967213.11,0.174478477,0.184254078,0.19622221,0.208956162,0.221790794,0.234421157,0.246714793,0.258622908,0.270137366
0.4,81967213.11,0.173854055,0.182516982,0.19334559,0.2050278,0.21691777,0.228703244,0.240238167,0.251460119,0.262349084
0.45,81967213.11,0.173376751,0.181149762,0.191040837,0.201842799,0.212932856,0.223996892,0.234880085,0.245510173,0.255858106
0.5,81967213.11,0.173000993,0.180046849,0.189152557,0.199205701,0.209608022,0.220046944,0.230362151,0.240474254,0.250347271
0.55,81967213.11,0.172698073,0.17913919,0.18757715,0.196984675,0.206788284,0.216679075,0.226493505,0.236147017,0.24559828
0.6,81967213.11,0.172449052,0.178379734,0.186242818,0.195087382,0.204364299,0.213769684,0.22313835,0.232382004,0.241455173
0.65,81967213.11,0.172240967,0.177735336,0.185098192,0.193447122,0.202256554,0.211228452,0.220197105,0.229071557,0.237803105
0.7,81967213.11,0.172064656,0.177181985,0.184105539,0.192014459,0.200405746,0.208987709,0.217594915,0.226134538,0.234555361
0.75,81967213.11,0.171913473,0.176701868,0.183236511,0.190751948,0.198766689,0.206995666,0.215274298,0.223508496,0.231645077
0.8,81967213.11,0.171782485,0.176281504,0.182469393,0.189630689,0.197304319,0.205211968,0.213190321,0.221144488,0.229019754
0.85,81967213.11,0.171667958,0.175910502,0.181787271,0.18862801,0.195990987,0.203604666,0.211307303,0.219003559,0.226637529
0.9,81967213.11,0.171567016,0.175580731,0.181176773,0.18772587,0.194804586,0.202148119,0.20959652,0.217054276,0.224464562
0.95,81967213.11,0.17147741,0.175285743,0.180627189,0.186909729,0.193727213,0.200821495,0.208034571,0.21527097,0.222473169
1,81967213.11,0.171397354,0.175020352,0.18012984,0.186167733,0.192744219,0.199607683,0.206602182,0.213632456,0.220640461
1.05,81967213.11,0.171325418,0.174780352,0.179677617,0.185490122,0.191843488,0.198492488,0.205283326,0.212121081,0.218947329
1.1,81967213.11,0.17126044,0.17456229,0.179264644,0.184868785,0.191014914,0.197464038,0.20406456,0.210722003,0.217377686
1.15,81967213.11,0.171201468,0.174363307,0.178886022,0.184296923,0.190249995,0.196512314,0.202934511,0.209422654,0.21591788
1.2,81967213.11,0.171147714,0.174181018,0.178537632,0.183768797,0.189541529,0.195628806,0.201883508,0.208212302,0.214556249
1.25,81967213.11,0.171098522,0.174013417,0.178215988,0.183279524,0.18888337,0.194806233,0.200903248,0.207081743,0.213282755
1.3,81967213.11,0.17105334,0.173858805,0.177918118,0.182824927,0.188270242,0.194038329,0.199986577,0.206023018,0.212088721
1.35,81967213.11,0.1710117,0.173715732,0.177641471,0.182401407,0.187697588,0.19331967,0.199127287,0.205029211,0.210966594
1.4,81967213.11,0.170973206,0.173582958,0.177383857,0.182005851,0.187161452,0.192645538,0.198319968,0.204094289,0.20990977
1.45,81967213.11,0.170937516,0.173459412,0.17714337,0.181635549,0.186658382,0.192011804,0.197559882,0.203212954,0.208912448
1.5,81967213.11,0.170904337,0.173344165,0.176918352,0.181288132,0.186185353,0.191414844,0.196842855,0.20238054,0.207969508
1.55,81967213.11,0.170873415,0.17323641,0.17670735,0.18096152,0.185739701,0.190851459,0.196165205,0.201592917,0.207076416
1.6,81967213.11,0.170844529,0.17313544,0.17650909,0.180653877,0.18531907,0.190318817,0.195523661,0.200846417,0.206229137
